,Jobs,Application Links,Post Date
17,Supply Chain - Purchasing Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/supply-chain-purchasing-internship-summer-2021-75793,10/30/2020
18,Charging Infrastructure – Supercharger Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/charging-infrastructure-supercharger-internship-summer-2021-75761,10/30/2020
19,Immigration Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/immigration-internship-summer-2021-75770,10/30/2020
20,Manufacturing - Quality Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-quality-engineering-internship-summer-2021-75783,10/30/2020
21,Software - Embedded Systems Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-embedded-systems-engineering-internship-spring-2021-68850,08/26/2020
22,Software - Mobile Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-mobile-engineering-internship-summer-2021-75434,10/30/2020
23,Manufacturing - Industrial Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-industrial-engineering-internship-summer-2021-75780,10/30/2020
24,Manufacturing - Project Management Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-project-management-internship-summer-2021-75782,10/30/2020
25,Energy - Compliance & Reliability Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-compliance-reliability-engineering-internship-summer-2021-75753,10/30/2020
26,Software - Applications Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-applications-engineering-internship-spring-2021-70056,09/02/2020
27,"Program Manager, Internal Audit – Operations & Financial, North America",https://www.tesla.comhttps://www.tesla.com/careers/search/job/program-manager-internal-audit-operations-financial-north-america-70204,09/01/2020
28,Vehicle Hardware Engineering Internship - Program Management (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-hardware-engineering-internship-program-management-summer-2021-75802,10/30/2020
29,Manufacturing - Automation Controls Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-automation-controls-engineering-internship-summer-2021-75775,10/30/2020
30,Information Security Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/information-security-internship-summer-2021-75771,10/30/2020
31,Energy Service - Mechanical Design Engineer Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-service-mechanical-design-engineer-internship-summer-2021-75760,10/30/2020
32,Software - Integration Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-integration-engineering-internship-spring-2021-68846,08/26/2020
33,Vehicle Engineering - Design Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-engineering-design-engineering-internship-summer-2021-75662,10/30/2020
34,Materials - Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/materials-engineering-internship-summer-2021-75784,10/30/2020
35,Energy Operations – Training Content Producer Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-operations-training-content-producer-internship-summer-2021-75759,10/30/2020
36,Software - Embedded Systems Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-embedded-systems-engineering-internship-summer-2021-75430,10/30/2020
37,Manufacturing - Packaging Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-packaging-engineering-internship-summer-2021-75781,10/30/2020
38,"Recruiter, Internships",https://www.tesla.comhttps://www.tesla.com/careers/search/job/recruiter-internships-74327,11/16/2020
39,Autopilot - Perception Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/autopilot-perception-internship-spring-2021-75824,10/30/2020
40,Energy – Technical Program Manager Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-technical-program-manager-internship-summer-2021-75758,10/30/2020
41,Software - Factory Firmware Integration Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-factory-firmware-integration-engineering-internship-summer-2021-75441,10/30/2020
42,Supply Chain - Logistics Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/supply-chain-logistics-internship-summer-2021-75795,10/30/2020
43,Energy – Electrical Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-electrical-engineering-internship-summer-2021-75757,10/30/2020
44,"Environment, Health, and Safety Internship (Summer 2021)",https://www.tesla.comhttps://www.tesla.com/careers/search/job/environment-health-and-safety-internship-summer-2021-75764,10/30/2020
45,EV Infrastructure Data Scientist Internship (Summer 2021) ,https://www.tesla.comhttps://www.tesla.com/careers/search/job/ev-infrastructure-data-scientist-internship-summer-2021--75765,10/30/2020
46,Energy - Asset Management Analyst Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-asset-management-analyst-internship-summer-2021-75752,10/30/2020
47,Supply Chain - Planning Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/supply-chain-planning-internship-summer-2021-75794,10/30/2020
48,Software - Full Stack Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-full-stack-engineering-internship-spring-2021-68849,08/26/2020
49,Product Management - Application Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/product-management-application-engineering-internship-summer-2021-75785,10/30/2020
50,Software - Applications Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-applications-engineering-internship-summer-2021-75789,10/30/2020
51,Software - QA Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-qa-engineering-internship-summer-2021-75436,10/30/2020
52,Cell Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/cell-engineering-internship-spring-2021-69361,09/01/2020
53,Vehicle Engineering - Vehicle Test & Analysis Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-engineering-vehicle-test-analysis-internship-summer-2021-75657,10/30/2020
54,UX Design – Application Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/ux-design-application-engineering-internship-summer-2021-75791,10/30/2020
55,"Senior Associate, Internal Audit – Operations & Financial North America",https://www.tesla.comhttps://www.tesla.com/careers/search/job/senior-associate-internal-audit-operations-financial-north-america-70206,09/01/2020
56,"Energy - Technical Projects, Applications, Service, and Sales Engineering Internship (Spring 2021)",https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-technical-projects-applications-service-and-sales-engineering-internship-spring-2021-69362,10/12/2020
57,Workplace Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/workplace-internship-spring-2021-72800,09/29/2020
58,Corporate Accounting (Fund and Payroll) Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/corporate-accounting-fund-and-payroll-internship-summer-2021-75750,10/30/2020
59,Finance Automation Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/finance-automation-internship-spring-2021-76985,11/13/2020
60,Vehicle Engineering - Powertrain Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-engineering-powertrain-engineering-internship-summer-2021-75826,10/30/2020
61,Software - Infotainment UI Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-infotainment-ui-engineering-internship-spring-2021-68847,08/26/2020
62,Service Engineering – Charging Systems Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/service-engineering-charging-systems-internship-summer-2021-75116,10/27/2020
63,Energy - Global Business Development Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-global-business-development-internship-summer-2021-75754,10/30/2020
64,Software - Energy Optimization Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-energy-optimization-internship-summer-2021-75787,10/30/2020
65,Energy - Americas Bid Team Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-americas-bid-team-internship-summer-2021-75751,10/30/2020
66,"Program Lead, Internal Audit",https://www.tesla.comhttps://www.tesla.com/careers/search/job/program-lead-internal-audit-71617,09/17/2020
67,IT - Infrastructure Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/it-infrastructure-internship-spring-2021-70069,09/01/2020
68,Design - Quality Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/design-quality-engineering-internship-spring-2021-76259,11/04/2020
69,Vehicle Engineering - Engineering Tools & Technical Management Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-engineering-engineering-tools-technical-management-internship-summer-2021-75660,10/30/2020
70,Software - Video Games Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-video-games-engineering-internship-summer-2021-75440,10/30/2020
71,Materials - Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/materials-engineering-internship-spring-2021-69359,09/08/2020
72,"Energy - Technical Projects, Applications, Service, and Sales Engineering Internship (Summer 2021)",https://www.tesla.comhttps://www.tesla.com/careers/search/job/energy-technical-projects-applications-service-and-sales-engineering-internship-summer-2021-75755,11/08/2020
73,Vehicle Engineering - Vehicle Integration & Attributes Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-engineering-vehicle-integration-attributes-internship-summer-2021-75623,10/30/2020
74,Design - Quality Engineering Internship (Fall 2020),https://www.tesla.comhttps://www.tesla.com/careers/search/job/design-quality-engineering-internship-fall-2020-76258,11/04/2020
75,"Full Stack Engineer, Internal Tools & Plugins",https://www.tesla.comhttps://www.tesla.com/careers/search/job/full-stack-engineer-internal-tools-plugins-49334,07/11/2019
76,Vehicle Hardware Engineering Internship - Autopilot Firmware (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-hardware-engineering-internship-autopilot-firmware-summer-2021-75805,10/30/2020
77,HR and People Teams Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/hr-and-people-teams-internship-spring-2021-56980,09/08/2020
78,Manufacturing - Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/manufacturing-engineering-internship-summer-2021-75776,10/30/2020
79,Vehicle Hardware Engineering Internship - Mechanical Design (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-hardware-engineering-internship-mechanical-design-summer-2021-75803,10/30/2020
80,IT - Operations Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/it-operations-internship-summer-2021-75773,10/30/2020
81,Charging Infrastructure – Supercharger Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/charging-infrastructure-supercharger-internship-spring-2021-69363,09/01/2020
82,Software - Full Stack Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-full-stack-engineering-internship-summer-2021-75432,10/30/2020
83,Immigration Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/immigration-internship-spring-2021-71609,09/17/2020
84,"Financial Planning, Analysis, and Operations Internship (Summer 2021)",https://www.tesla.comhttps://www.tesla.com/careers/search/job/financial-planning-analysis-and-operations-internship-summer-2021-70901,09/28/2020
85,Cell Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/cell-engineering-internship-summer-2021-75790,10/30/2020
86,Software - Energy Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-energy-engineering-internship-summer-2021-75788,10/30/2020
87,Finance and Accounting Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/finance-and-accounting-internship-spring-2021-70205,09/01/2020
88,"Environment, Health, and Safety Internship (Spring 2021)",https://www.tesla.comhttps://www.tesla.com/careers/search/job/environment-health-and-safety-internship-spring-2021-67908,09/02/2020
89,Software - Integration Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-integration-engineering-internship-summer-2021-75433,10/30/2020
90,Supply Chain - Industrial Engineering Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/supply-chain-industrial-engineering-internship-summer-2021-75798,10/30/2020
91,Software - Factory Firmware Integration Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-factory-firmware-integration-engineering-internship-spring-2021-69006,08/23/2020
92,Software - QA Engineering Internship (Spring 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/software-qa-engineering-internship-spring-2021-68803,08/26/2020
93,Facilities & Construction Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/facilities-construction-internship-summer-2021-75766,10/30/2020
94,Finance and Accounting Internship (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/finance-and-accounting-internship-summer-2021-75767,10/30/2020
95,Vehicle Hardware Engineering Internship - Electrical/Computer Engineering (Summer 2021),https://www.tesla.comhttps://www.tesla.com/careers/search/job/vehicle-hardware-engineering-internship-electrical-computer-engineering-summer-2021-75804,10/30/2020
